SMILES,TPSA,ALOGP,XLOGP,MannholdLogP,n_acid,n_base,n_acid+n_base,TPSA_CDK,MolLogP,NumHDonors,NumHAcceptors,NumHDonors+NumHAcceptors
CN(C)C(=O)C(CC[NH+]1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,44.980000000000004,0.7173999999999962,3.6180000000000003,4.1000000000000005,0,3,3,44.980000000000004,3.670900000000004,2,2,4
OC1N=C(C2=C(Cl)C=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,61.690000000000005,1.6431,1.765,2.4499999999999997,0,0,0,61.690000000000005,3.101300000000001,2,3,5
CC(C)(C)C1=NC(=CC(=N1)N1CC[NH+](CCCSC2=NC=CC(=O)N2)CC1)C(F)(F)F,99.16,-0.3878999999999986,1.651,2.45,0,3,3,79.21000000000001,1.7634999999999992,2,6,8
C[NH+](C)CC1=CC=C(CSCCNC2=NC=C(CC3=CN=C(C)C=C3)C(=O)N2)O1,104.82000000000001,-2.193600000000001,-0.2690000000000001,2.89,0,3,3,88.25,1.6469199999999995,3,6,9
OCC(O)C(O)C(O)C(O)CO,121.38000000000001,-2.9402,-3.8960000000000004,1.46,0,0,0,121.38000000000001,-3.5854000000000004,6,6,12
OC(C1CCCC[NH2+]1)C1=C2C=CC=C(C2=NC(=C1)C(F)(F)F)C(F)(F)F,49.2,0.07079999999999986,2.471,2.34,0,2,2,49.730000000000004,3.4217000000000013,2,2,4
C[NH+]1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O,69.26,-1.7631000000000023,1.859,3.2199999999999998,0,3,3,24.75,3.4840000000000027,1,3,4
C[NH2+]C(C)CC1=CC=CC=C1,16.61,-0.07050000000000156,2.068,2.45,0,2,2,16.61,0.8107999999999997,1,0,1
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,66.48,1.1889999999999994,1.7789999999999995,2.45,0,0,0,66.48,1.3066,1,3,4
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC([O-])=O)C([O-])=O,214.07999999999998,-4.8454000000000015,-5.793999999999999,2.2300000000000004,2,0,2,216.2,-2.400999999999997,3,12,15
COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1,55.3,-1.0569,0.8140000000000001,2.67,0,2,2,55.3,0.5870000000000002,2,3,5
C[NH+]1CCN2C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1,7.680000000000001,0.8853999999999986,2.003,3.2199999999999998,0,3,3,7.680000000000001,1.6668,1,1,2
CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,27.96,0.4072999999999994,1.8349999999999995,2.8899999999999997,0,0,0,30.18,4.324220000000003,0,3,3
CON1C=C(C([O-])=O)C(=O)C2=CC3=C(OCO3)C=C12,88.13000000000001,-1.9041000000000001,-0.19699999999999987,2.0100000000000002,1,0,1,89.82000000000001,-0.8479000000000005,0,7,7
CN1CCN2C(C1)C1=C(CC3=CC=CN=C23)C=CC=C1,18.84,0.755600000000001,1.0939999999999999,3.0,0,1,1,19.37,2.478900000000001,0,3,3
OC(COCF)CN1C=CN=C1[N+]([O-])=O,88.19999999999999,0.10490000000000041,-0.26200000000000023,1.35,0,0,0,90.41999999999999,0.09579999999999989,1,6,7
CC12[NH2+]C(CC3=C1C=CC=C3)C1=C2C=CC=C1,16.61,0.7470999999999999,1.835,3.11,0,2,2,16.61,2.1243,1,0,1
CN1CC2=C(N=CN2C2=CC=CC(Cl)=C2C1=O)C1=NOC(=N1)C(C)(C)O,90.09,-0.7730999999999982,0.9790000000000001,2.34,0,0,0,97.28,2.3887000000000005,1,7,8
C[NH+]1CCC23C4OC5=C2C(CC1C3C=CC4O)=CC=C5O,54.13000000000001,-1.7116,-0.04699999999999986,2.89,0,3,3,54.13000000000001,-0.21899999999999908,3,3,6
CN1CN(C2=CC=CC=C2)C2(CC[NH+](CCCC(=O)C3=CC=C(F)C=C3)CC2)C1=O,45.06,-1.226600000000003,1.6170000000000004,3.4399999999999995,0,3,3,45.06,2.142199999999999,1,3,4
CCN1C=C(C([O-])=O)C(=O)C2=CC=C(C)N=C12,72.8,-0.8214000000000002,0.2979999999999998,2.2300000000000004,1,0,1,75.02000000000001,0.08831999999999973,0,5,5
CC1=C(C=CC=C1O)C(=O)NC(CSC1=CC=CC=C1)C(O)C[NH+]1CC2CCCCC2CC1C(=O)NC(C)(C)C,128.4,-0.14639999999999787,3.7889999999999997,4.1000000000000005,0,3,3,103.1,3.330520000000001,5,5,10
CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,57.06,-1.2703000000000007,0.515,2.5599999999999996,0,0,0,58.120000000000005,2.6512200000000004,1,4,5
C[NH+]1CCCC1C1=CN=CC=C1,16.8,-2.4334,0.11499999999999994,2.34,0,3,3,17.330000000000002,0.4311999999999996,1,1,2
C[NH2+]CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C12,45.150000000000006,0.38569999999999915,2.899,2.78,0,2,2,19.85,3.5260000000000025,1,2,3
[NH3+]CCCN1C2=CC=CC=C2SC2=CC=C(Cl)C=C12,56.18000000000001,0.28339999999999954,2.931,2.67,0,1,1,30.880000000000003,3.5747000000000027,1,2,3
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,41.46,1.3953000000000007,1.1130000000000002,2.67,0,0,0,41.46,3.129500000000001,1,2,3
C1C[NH2+]C(C1)C1=CN=CC=C1,28.97,-2.5357000000000003,0.14699999999999996,2.23,0,2,2,29.5,0.4798999999999996,1,1,2
CSC1=CC=C2SC3=C(C=CC=C3)N(CCC3CCC[NH2+]C3)C2=C1,70.45,-0.1661000000000008,3.7570000000000006,3.22,0,2,2,19.85,4.374700000000003,1,3,4
COC1=CC=C(CC[NH2+]CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,77.32000000000001,-0.7317000000000037,3.9060000000000006,3.66,0,2,2,77.32000000000001,3.724680000000003,1,5,6
C[NH+]1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2,57.370000000000005,-0.34980000000000044,1.7250000000000005,2.7800000000000002,0,5,5,32.07,2.02212,2,4,6
COC1=CC=C2N=C(NC2=C1)S(=O)CC1=C(C)C(OC)=C(C)C=N1,91.49000000000001,0.39219999999999855,0.03199999999999997,2.56,0,0,0,77.1,2.8997400000000013,1,5,6
FC(F)(F)C1=CC=C(N=C1Cl)N1CC[NH2+]CC1,32.21,0.9834000000000007,1.7440000000000007,1.79,0,2,2,32.74,1.1371999999999998,1,2,3
FC(F)(F)C1=CC(=NC=C1)N1CC[NH+](CCCCN2CCCC2=O)CC1,40.35,-2.6480000000000006,1.3130000000000004,2.56,0,3,3,40.88,1.2078999999999998,1,3,4
ClC1=CC=C2OC3=CC=CC=C3C3C[NH2+]CC3C2=C1,25.84,-0.2963000000000001,1.5970000000000004,2.8899999999999997,0,2,2,25.84,2.8901000000000012,1,1,2
CC1=C2OC3=CC=CC=C3C3(O)CC[NH2+]CC3C2=CC=C1,46.07,-0.9457000000000017,0.8229999999999998,3.11,0,2,2,46.07,2.0392199999999994,2,2,4
[NH3+]C(CC=C)C1=C(C=CC=C1)C1=NOC2=CC=CC=C12,49.230000000000004,0.9822999999999993,3.0380000000000003,3.0,0,1,1,53.67,3.353900000000002,1,2,3
C[NH+]1CC2C(C1)C1=CC(Cl)=CC=C1OC1=CC=CC=C21,13.670000000000002,-0.1940000000000005,1.5650000000000002,3.0,0,3,3,13.670000000000002,2.841400000000002,1,1,2
OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,61.690000000000005,1.2743999999999995,1.6099999999999999,2.5599999999999996,0,0,0,61.690000000000005,2.4479000000000006,2,3,5
CN1C=NC2=C1C(=O)N(C)C(=O)N2,65.01,-1.0618000000000003,-0.6370000000000001,1.5699999999999998,0,0,0,72.68,-1.0397,1,5,6
CC1C2CC3=CC=C(O)C=C3C1(C)CC[NH+]2CC=C(C)C,24.67,1.2578000000000003,2.5639999999999996,3.3299999999999996,0,3,3,24.67,2.4655000000000005,2,1,3
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,75.27000000000001,-0.7853000000000001,2.0789999999999997,2.12,0,0,0,75.27000000000001,1.1849999999999998,2,3,5
C1CCN2N=NN=C2CC1,40.32,-1.0987999999999998,-0.05400000000000005,1.6800000000000002,2,0,2,43.6,0.39949999999999986,0,4,4
CCC[NH+]1CC(CSC)CC2C1CC1=CNC3=CC=CC2=C13,41.77,-1.5944999999999985,3.033,3.2199999999999998,0,3,3,20.23,2.854,2,1,3
COC1=C(C[NH2+]C2C3CCN(CC3)C2C(C2=CC=CC=C2)C2=CC=CC=C2)C=C(C=C1)C(C)C,29.08,0.9923999999999971,5.627000000000001,4.54,0,3,3,29.08,5.176900000000005,1,2,3
FC(F)OC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,47.099999999999994,1.8587000000000005,4.1930000000000005,2.67,0,3,3,47.099999999999994,3.7433000000000014,2,3,5
CC(C)OC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,47.099999999999994,0.986699999999999,4.362000000000001,3.11,0,3,3,47.099999999999994,3.929100000000002,2,3,5
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)S(C)(=O)=O,80.39,-1.3706000000000018,1.463,3.0,0,3,3,72.00999999999999,1.6554000000000004,2,4,6
COC1=C(CNC2C3CC[NH+](C3)C2C(C2=CC=CC=C2)C2=CC=CC=C2)C=C2N(CCC2=C1)S(C)(=O)=O,71.46000000000001,-0.7398999999999989,3.476,3.9899999999999998,0,4,4,63.08,2.5946000000000007,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N(C(C)CC2=C1)S(C)(=O)=O,83.63,-2.014199999999999,2.496,3.2199999999999998,0,3,3,75.25,1.9625000000000006,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)C1=NC=CS1,75.53,-1.3004999999999987,2.0500000000000003,3.33,0,3,3,50.76,3.3754000000000026,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)N1CCCC1=O,58.18,-1.9241000000000024,1.6860000000000004,3.4399999999999995,0,3,3,58.18,2.378700000000001,2,3,5
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N=C(C)SC2=C1,75.53,-0.8593000000000022,2.035,3.2199999999999998,0,3,3,50.76,3.170020000000002,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)N(C1=NC(C)=C(C)S1)S(C)(=O)=O,121.28999999999999,-0.2850000000000031,2.654,3.2199999999999998,0,3,3,88.13999999999999,3.422940000000003,2,6,8
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N=C(C)OC2=C1,59.459999999999994,-1.4175000000000022,2.0580000000000003,3.2199999999999998,0,3,3,63.9,2.7015200000000013,2,4,6
COC1=C(C[NH2+]C2C3CCN(CC3)C2C(C2=CC=CC=C2)C2=CC=CC=C2)C=C(C=C1)C(C)(C)C,29.08,1.9756999999999965,6.0390000000000015,4.65,0,3,3,29.08,5.351000000000006,1,2,3
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)N1N=C(C)C=C1C,53.47,-0.7764000000000019,2.87,3.55,0,3,3,55.69,3.0544400000000014,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N=C(SC2=C1)C(C)(C)C,75.53,0.6869999999999985,2.7820000000000005,3.55,0,3,3,50.76,4.159100000000004,2,4,6
CC(C)OC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N=C(C)SC2=C1,75.53,-0.9093999999999991,2.918,3.4399999999999995,0,3,3,50.76,3.948620000000002,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N=C(SC2=C1)C1=CC=CC=C1,75.53,0.3385999999999989,3.0940000000000003,3.7700000000000005,0,3,3,50.76,4.5286000000000035,2,4,6
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C2N=C(SC2=C1)C1CC1,75.53,-0.5027000000000001,2.2410000000000005,3.4399999999999995,0,3,3,50.76,3.7390000000000034,2,4,6
COC1=C(C[NH2+]C2C3CCN(CC3)C2C(C2=CC=CC=C2)C2=CC=CC=C2)C=C(C=C1)C(C)(C)O,49.31,0.5532999999999928,3.8360000000000007,4.43,0,3,3,49.31,4.280900000000004,2,3,5
COC1=C(C[NH2+]C2C3CCN(CC3)C2C(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,29.08,0.6151000000000002,4.267,4.21,0,3,3,29.08,4.053500000000003,1,2,3
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=CC=C1,37.87,-0.6009000000000015,2.1980000000000004,3.2199999999999998,0,3,3,37.87,2.2519,2,2,4
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)C(C)(C)C,37.87,0.7597000000000016,3.97,3.6599999999999997,0,3,3,37.87,3.549400000000003,2,2,4
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,47.099999999999994,1.0367999999999982,3.4790000000000005,2.89,0,3,3,47.099999999999994,3.150500000000002,2,3,5
COC1=C(CNC2CCC[NH2+]C2C2=CC=CC=C2)C=C(C=C1)C(C)C,37.87,-0.2236000000000009,3.5580000000000003,3.55,0,3,3,37.87,3.375300000000002,2,2,4
CC(C)(C)C1=CC(CNC2CCC[NH2+]C2C2=CC=CC=C2)=C(OC(F)(F)F)C=C1,37.870000000000005,2.8960000000000017,5.222000000000001,3.3299999999999996,0,3,3,37.870000000000005,4.439400000000003,2,2,4
C1CC[NH+](CC1)C1(CCCCC1)C1=CC=CC=C1,4.44,-1.7146000000000015,3.441,3.22,0,3,3,4.44,2.9148000000000014,1,0,1
CN1CCC2(C)C1N(C)C1=C2C=C(OC(=O)NC2=CC=CC=C2)C=C1,44.81,2.089400000000001,2.1630000000000003,3.1100000000000003,0,1,1,44.81,3.6666000000000025,1,4,5
CCCC[C-]1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,40.620000000000005,0.18130000000000024,2.882000000000001,3.11,1,0,1,44.0,3.049900000000002,0,4,4
CC(C)(C)[N+](\O)=C/C1=CC=CC=C1,23.240000000000002,0.5121000000000002,1.5620000000000003,2.4499999999999997,0,1,1,23.240000000000002,2.3057,1,1,2
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,58.2,1.3795,1.417,2.67,0,0,0,58.2,1.7695999999999998,2,2,4
CNC(=O)OC1=CC2=C(C=C1)N(C)C1N(C)CCC21C,44.81,1.2351,1.267,2.5599999999999996,0,1,1,44.81,1.7739000000000003,1,4,5
CC(C)[NH2+]CC(O)COC1=C2C=CNC2=CC=C1,58.10000000000001,-2.1926999999999994,1.3890000000000002,2.56,0,2,2,61.86000000000001,0.8794000000000006,3,2,5
CCC(C)N(C)C(=O)C1=NC(C2=CC=CC=C2Cl)=C2C=CC=CC2=C1,32.67,1.6290999999999995,3.3600000000000003,3.33,0,0,0,33.2,5.425700000000004,0,2,2
[O-]C(=O)C1=CC=C(C=C1)C1=CC=CC=C1,40.129999999999995,1.3023999999999998,2.3369999999999997,2.6699999999999995,1,0,1,40.129999999999995,1.7170999999999998,0,2,2
CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,58.2,-0.11919999999999997,1.378,2.3400000000000003,0,0,0,58.2,0.5378999999999994,2,2,4
CC[NH+](CC)CCOC(=O)C1=CC=C(N)C=C1,56.760000000000005,-0.7952999999999988,0.7180000000000001,2.4499999999999997,0,3,3,56.760000000000005,0.3503000000000013,2,3,5
C[NH+](C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2,32.980000000000004,0.1193000000000003,2.290000000000001,3.0,0,3,3,7.680000000000001,2.823900000000002,1,2,3
C[NH+](C)CCCN1C2=C(C=CC=C2)S(=O)C2=C1C=CC=C2,43.96,-0.9924999999999997,0.2610000000000004,2.89,0,3,3,24.75,1.8394,1,2,3
OCC#C,20.23,0.31620000000000004,-0.231,1.68,0,0,0,20.23,-0.3881000000000001,1,1,2
CC(C)C1=CC=CC(C(C)C)=C1O,20.23,1.5949000000000013,3.2439999999999998,2.6700000000000004,0,0,0,20.23,3.6390000000000025,1,1,2
CC(C)[NH2+]CC(O)COC1=CC=CC2=CC=CC=C12,46.07000000000001,-0.5322999999999983,2.135,2.8899999999999997,0,2,2,46.07000000000001,1.5513000000000006,2,2,4
CCCOC(=O)C1=CC=C(N)C=C1,52.32,-0.30510000000000026,0.9590000000000003,2.23,0,0,0,52.32,1.8356,1,3,4
C[NH2+]C(C)CC1CCCCC1,16.61,-1.7439999999999996,3.6209999999999996,2.45,0,2,2,16.61,1.5384999999999995,1,0,1
C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,0.0,2.5688000000000004,4.814,3.2199999999999998,0,0,0,0.0,4.584000000000002,0,0,0
COC1=CC=C(CN(CC[NH+](C)C)C2=CC=CC=N2)C=C1,29.27,0.3218999999999992,1.044,2.89,0,3,3,29.8,1.2412999999999996,1,3,4
COC1=CC=C2N=CC=C(C(O)C3CC4CC[NH+]3CC4C=C)C2=C1,46.26,-1.525200000000003,1.263,3.22,0,3,3,46.79,1.7560999999999996,2,3,5
CN\C(NCCSCC1=CC=C(C[NH+](C)C)O1)=C/[N+]([O-])=O,106.17000000000002,-1.3918000000000006,1.123,2.01,0,3,3,84.78,0.04190000000000116,3,6,9
CCC1=C2NC3=C(CCOC3(CC)CC([O-])=O)C2=CC=C1,61.38999999999999,-1.0139999999999978,1.217,2.89,1,0,1,65.15,2.0483000000000002,1,3,4
NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,140.97000000000003,-3.3342,-2.4330000000000007,1.3499999999999999,0,0,0,143.72000000000003,-3.0114999999999994,4,8,12
CC1=C(CC[NH+]2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCCC2=N1,58.7,-2.3279000000000027,1.4290000000000003,3.2199999999999998,0,3,3,65.36000000000001,2.1733199999999995,1,5,6
CCN(C)C(=O)OC1=CC(=CC=C1)C(C)[NH+](C)C,33.980000000000004,-0.10639999999999916,1.204,2.56,0,3,3,33.980000000000004,1.3425999999999998,1,2,3
CN1CC2=C(N=CN2C2=C(SC=C2)C1=O)C(=O)OC(C)(C)C,87.51,-0.43809999999999927,2.024,2.34,0,0,0,64.43,2.4747000000000003,0,6,6
COC1=CC=C(C=C1OC1CCCC1)C1CNC(=O)C1,47.56,-1.9886000000000013,1.5560000000000003,2.78,0,0,0,47.56,2.6201000000000008,1,3,4
CCC[NH+](CCC)CCC1=C2CC(=O)NC2=CC=C1,33.54,-1.6615000000000009,1.3350000000000002,2.8899999999999997,0,3,3,33.54,1.4285999999999992,2,1,3
NC(=[NH2+])SCCF,76.91,-0.4434999999999998,0.45299999999999996,1.35,0,3,3,51.61,-1.2371000000000003,2,1,3
CC(C)(C)[NH2+]CC(O)C1=CC(CO)=C(O)C=C1,77.30000000000001,-0.9090000000000008,0.5810000000000001,2.4499999999999997,0,2,2,77.30000000000001,0.27979999999999994,4,3,7
OC1=C(C=CC=C1)C([O-])=O,60.36,-0.27290000000000025,-0.0020000000000000018,1.9,1,0,1,60.36,-0.24430000000000018,1,3,4
OC1=CC=CC=C1C(=O)NCC([O-])=O,89.46000000000001,-1.1095000000000002,0.028000000000000025,1.9000000000000001,1,0,1,89.46000000000001,-1.1280999999999999,2,4,6
CC(C)(C)NC(=O)C1CC2CCCCC2C[NH+]1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=CC=C2C=CC=CC2=N1,167.42000000000002,-1.9015000000000046,2.0569999999999995,4.43,0,3,3,167.95,1.6753000000000051,6,6,12
CCC(NC(=O)C1=C2C=CC=CC2=NC(=C1C)C1=CC=CC=C1)C1=CC=CC=C1,41.46,2.7610000000000006,3.557,3.99,0,0,0,41.99,6.091320000000005,1,2,3
C[NH+]1C2CC(CC1C1OC21)OC(=O)C(CO)C1=CC=CC=C1,63.5,-1.8004,0.43099999999999977,2.7800000000000002,0,3,3,63.5,-0.4989999999999981,2,4,6
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,75.27000000000001,-0.06349999999999978,2.2819999999999996,2.2300000000000004,0,0,0,75.27000000000001,1.3510999999999997,2,3,5
C[NH2+]C1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2,16.61,1.4020999999999986,3.252,3.0,0,2,2,16.61,4.153400000000002,1,0,1
[O-][N+](=O)C1=C(NCCSCC2=NC=CC=C2Br)NC=C1,104.86,0.4150000000000005,4.015999999999999,1.9000000000000004,0,0,0,83.85,3.4257000000000017,2,5,7
NC(N)=[NH+]C1=NC(=CS1)C1=CC=CC=C1,103.67,0.7358000000000002,1.2309999999999999,2.01,0,4,4,78.9,-0.2043999999999997,3,2,5
CC1=CSC(=N1)[NH+]=C(N)N,103.66999999999999,-0.03249999999999997,0.1720000000000001,1.4599999999999997,0,4,4,78.89999999999999,-1.5629799999999996,3,2,5
NC(N)=[NH+]C1=NC(=CS1)C1=CC(N)=CC=C1,129.69,-0.4609000000000001,0.10599999999999998,1.9,0,4,4,104.92,-0.6221999999999996,4,3,7
CC(=O)NC1=CC(=CC=C1)C1=CSC(=N1)[NH+]=C(N)N,132.77,-0.33589999999999987,0.177,2.0100000000000002,0,4,4,108.0,-0.24599999999999966,4,3,7
C[NH+](C)CC1=CC=C(O1)C1=CC=CC(NC2=C(C=CN2)[N+]([O-])=O)=C1,80.87,-0.7824000000000009,3.7349999999999994,2.56,0,3,3,88.53999999999999,2.5709999999999997,3,4,7
C[NH+](C)CC1=CC(=NC=C1)C1=CC=CC(NC2=C(C=CN2)[N+]([O-])=O)=C1,84.0,-1.2187000000000014,2.835,2.67,0,3,3,88.28999999999999,2.373,3,4,7
CC(=O)NCCCOC1=CC=CC(C[NH+]2CCCCC2)=C1,42.769999999999996,-2.5558999999999967,1.3250000000000002,2.89,0,3,3,42.769999999999996,1.1604000000000003,2,2,4
O=C(NCCCOC1=CC(C[NH+]2CCCCC2)=CC=C1)C1=CC=CC=C1,42.769999999999996,-1.3579999999999997,2.387,3.44,0,3,3,42.769999999999996,2.4543,2,2,4
OCCCOC1=CC=CC(C[NH+]2CCCCC2)=C1,33.9,-2.3912999999999993,1.116,2.78,0,3,3,33.9,1.0165999999999997,2,2,4
C(CNC1=NC=CS1)COC1=CC(C[NH+]2CCCCC2)=CC=C1,63.36,-2.4278999999999993,1.8550000000000004,2.8899999999999997,0,3,3,38.59,2.5929,2,4,6
C(CNC1=NC2=CC=CC=C2O1)COC1=CC=CC(C[NH+]2CCCCC2)=C1,47.290000000000006,-1.3470000000000002,2.404000000000001,3.33,0,3,3,51.730000000000004,3.2776000000000014,2,4,6
CCC[NH+](CCC)CCC1=C2CC(=O)NC2=C(O)C=C1,53.769999999999996,-2.2246000000000015,1.472,2.78,0,3,3,53.769999999999996,1.134199999999999,3,2,5
C[NH+](C)CC1=CC=C(CSCCNC2=NC(=O)C(CC3=CC=C4C=CC=CC4=C3)=CN2)O1,92.46000000000001,0.00600000000000156,4.119999999999999,3.44,0,3,3,75.36,3.096700000000001,3,5,8
CSC(N)=[NH2+],76.91,-0.8441000000000003,-0.11000000000000004,1.3499999999999999,0,3,3,51.61,-1.5767999999999995,2,1,3
CC(C)[NH2+]CC(O)C1=CC=C(NS(C)(=O)=O)C=C1,91.39000000000001,-1.9639999999999995,0.2370000000000001,2.12,0,2,2,83.00999999999999,0.0633000000000008,3,3,6
FC1=CC=C(C=C1)C(=O)CCC[NH+]1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1,53.85,-1.3289000000000026,1.475,3.3299999999999996,0,3,3,53.85,1.8000000000000005,2,3,5
CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O,78.87,-0.411200000000001,-0.718,1.9,0,0,0,84.32,-0.7090799999999999,2,5,7
C[NH+]1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)(=O)=O,75.5,-1.6671000000000025,2.667,3.11,0,3,3,41.82,3.150100000000002,1,4,5
NC1=C2C=CC=CC2=[NH+]C2=C1CCCC2,39.99,-2.2126,1.525,2.6699999999999995,0,1,1,40.16,2.1149,1,1,2
O=C(CCC1CC[NH+](CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1,33.54,-1.4138000000000004,2.8110000000000004,3.88,0,3,3,33.54,3.892800000000002,2,2,4
CC1=NC=C(CC2=CN=C(NCCCCC3=C(C)C=C(Br)C=N3)NC2=O)C=C1,78.21000000000001,-0.43429999999999924,0.7299999999999999,3.0,0,0,0,83.56,3.9648400000000024,2,5,7
C[NH+](C\C=C\C#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1,4.44,3.0482000000000005,4.987000000000001,3.66,0,3,3,4.44,3.460200000000002,1,0,1
CC(C)(C)C1=CC=C(C=C1)C(O)CCC[NH+]1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,44.900000000000006,0.860899999999998,5.0470000000000015,4.65,0,3,3,44.900000000000006,5.028700000000004,3,2,5
CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,29.54,3.060899999999999,4.832000000000001,2.8899999999999997,0,0,0,29.54,4.635000000000004,0,3,3
CN1C=NC2=C1C(=O)NC(=O)N2C,65.01,-1.0618000000000003,-0.6370000000000001,1.5699999999999998,0,0,0,72.68,-1.0397,1,5,6
CN1C2=C(NC=N2)C(=O)N(C)C1=O,65.01,-1.0618000000000003,-0.37000000000000005,1.5699999999999998,0,0,0,72.68,-1.0397000000000005,1,5,6
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,90.28999999999999,0.11380000000000001,2.3299999999999996,2.12,0,0,0,58.2,1.3498999999999999,2,3,5
S=C(NC1CCCCC1)N1CCC(CC1)C1=C[NH+]=CN1,73.36,-5.257299999999999,3.2710000000000004,2.5599999999999996,0,1,1,45.2,2.2154,2,1,3
CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCC[NH+]2C)C=C1,58.28,-0.6513000000000022,3.888000000000001,3.33,0,3,3,7.680000000000001,4.468500000000004,1,3,4
CC1CC2=C(CCC(=O)C2)C2CCC3(C)C(CCC3(O)C#C)C12,37.3,1.417599999999999,2.988,3.55,0,0,0,37.3,3.8826000000000027,1,2,3
CNC(NCCSCC1=CSC(=N1)[NH+]=C(N)N)=NC#N,189.17999999999998,-0.0789000000000013,0.16699999999999993,1.46,0,7,7,139.10999999999999,-1.9921199999999981,5,5,10
CC(C)[NH2+]CC(O)COC1=CC=CC(C)=C1,46.07000000000001,-0.6302999999999991,1.596,2.5599999999999996,0,2,2,46.07000000000001,0.7065200000000007,2,2,4
CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=CC(Cl)=CC=C3N12,40.32,1.9668,3.383,2.67,0,0,0,43.07,4.233520000000003,0,4,4
OCC[NH+]1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,56.45,0.4397000000000005,2.1040000000000005,3.0,0,4,4,31.150000000000006,2.891000000000001,2,4,6
